city,date_count,postal_code,room,price
Helsinki ,6,140,3,6673
Helsinki ,6,150,1,5929
Helsinki ,6,150,2,5692
Helsinki ,6,150,3,5911
Helsinki ,6,160,3,7177
Helsinki ,6,170,1,6038
Helsinki ,6,170,2,5818
Helsinki ,6,170,3,5650
Helsinki ,6,180,1,5567
Helsinki ,6,180,2,5230
Helsinki ,6,180,3,5087
Helsinki ,6,200,2,4491
Helsinki ,6,200,3,4670
Helsinki ,6,210,3,4768
Helsinki ,6,250,1,5269
Helsinki ,6,250,2,4943
Helsinki ,6,250,3,4917
Helsinki ,6,260,1,5811
Helsinki ,6,260,2,5384
Helsinki ,6,260,3,5539
Helsinki ,6,270,1,5325
Helsinki ,6,270,2,4704
Helsinki ,6,270,3,4279
Helsinki ,6,280,3,4681
Helsinki ,6,310,3,3349
Helsinki ,6,320,2,3730
Helsinki ,6,320,3,3451
Helsinki ,6,330,3,4370
Helsinki ,6,350,1,4039
Helsinki ,6,350,2,3739
Helsinki ,6,350,3,3791
Helsinki ,6,360,3,2919
Helsinki ,6,370,3,2671
Helsinki ,6,390,1,3368
Helsinki ,6,390,2,2585
Helsinki ,6,400,1,4187
Helsinki ,6,400,2,3156
Helsinki ,6,400,3,3150
Helsinki ,6,410,3,2476
Helsinki ,6,420,2,2756
Helsinki ,6,420,3,2316
Helsinki ,6,440,1,3964
Helsinki ,6,440,2,3152
Helsinki ,6,440,3,3046
Helsinki ,6,500,1,4493
Helsinki ,6,500,2,4086
Helsinki ,6,500,3,3896
Helsinki ,6,510,2,4019
Helsinki ,6,520,1,4654
Helsinki ,6,520,2,3575
Helsinki ,6,520,3,3598
Helsinki ,6,530,1,4649
Helsinki ,6,530,2,4083
Helsinki ,6,530,3,4303
Helsinki ,6,550,2,3931
Helsinki ,6,550,3,3739
Helsinki ,6,560,2,4607
Helsinki ,6,560,3,4409
Helsinki ,6,570,2,3813
Helsinki ,6,570,3,3667
Helsinki ,6,610,2,4000
Helsinki ,6,610,3,3783
