Quarter,Postal code,Building type,Price per square meter (EUR/m2)
2020Q1,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00240 Länsi-Pasila   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, one-room flat",7047
2020Q1,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, two-room flat",6795
2020Q1,00250 Taka-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",6198
2020Q1,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, two-room flat",7258
2020Q1,00260 Keski-Töölö   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, one-room flat",8677
2020Q1,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, two-room flat",6579
2020Q1,00270 Pohjois-Meilahti   (Helsinki ),"Blocks of flats, three-room flat+",6238
2020Q1,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, two-room flat",6298
2020Q1,00280 Ruskeasuo   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00290 Meilahden sairaala-alue   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00300 Pikku Huopalahti   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00310 Kivihaka   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00310 Kivihaka   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00310 Kivihaka   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, two-room flat",4695
2020Q1,00320 Etelä-Haaga   (Helsinki ),"Blocks of flats, three-room flat+",4833
2020Q1,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, two-room flat",5902
2020Q1,00330 Munkkiniemi   (Helsinki ),"Blocks of flats, three-room flat+",5984
2020Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, two-room flat",4587
2020Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),"Blocks of flats, three-room flat+",4508
2020Q1,00360 Pajamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00360 Pajamäki   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00360 Pajamäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00370 Reimarla   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00370 Reimarla   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00370 Reimarla   (Helsinki ),"Blocks of flats, three-room flat+",2593
2020Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00390 Konala   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00390 Konala   (Helsinki ),"Blocks of flats, two-room flat",3421
2020Q1,00390 Konala   (Helsinki ),"Blocks of flats, three-room flat+",3226
2020Q1,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00400 Pohjois-Haaga   (Helsinki ),"Blocks of flats, three-room flat+",3908
2020Q1,00410 Malminkartano   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00410 Malminkartano   (Helsinki ),"Blocks of flats, two-room flat",3349
2020Q1,00410 Malminkartano   (Helsinki ),"Blocks of flats, three-room flat+",2641
2020Q1,00420 Kannelmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00420 Kannelmäki   (Helsinki ),"Blocks of flats, two-room flat",3457
2020Q1,00420 Kannelmäki   (Helsinki ),"Blocks of flats, three-room flat+",3439
2020Q1,00430 Maununneva   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00430 Maununneva   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00430 Maununneva   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00440 Lassila   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00440 Lassila   (Helsinki ),"Blocks of flats, two-room flat",3753
2020Q1,00440 Lassila   (Helsinki ),"Blocks of flats, three-room flat+",3204
2020Q1,00500 Sörnäinen   (Helsinki ),"Blocks of flats, one-room flat",7350
2020Q1,00500 Sörnäinen   (Helsinki ),"Blocks of flats, two-room flat",6194
2020Q1,00500 Sörnäinen   (Helsinki ),"Blocks of flats, three-room flat+",5850
2020Q1,00510 Etu-Vallila - Alppila   (Helsinki ),"Blocks of flats, one-room flat",7279
2020Q1,00510 Etu-Vallila - Alppila   (Helsinki ),"Blocks of flats, two-room flat",6062
2020Q1,00510 Etu-Vallila - Alppila   (Helsinki ),"Blocks of flats, three-room flat+",5765
2020Q1,00520 Itä-Pasila   (Helsinki ),"Blocks of flats, one-room flat",6786
2020Q1,00520 Itä-Pasila   (Helsinki ),"Blocks of flats, two-room flat",5251
2020Q1,00520 Itä-Pasila   (Helsinki ),"Blocks of flats, three-room flat+",5022
2020Q1,00530 Kallio   (Helsinki ),"Blocks of flats, one-room flat",7074
2020Q1,00530 Kallio   (Helsinki ),"Blocks of flats, two-room flat",5928
2020Q1,00530 Kallio   (Helsinki ),"Blocks of flats, three-room flat+",5431
2020Q1,00540 Kalasatama   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00540 Kalasatama   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00540 Kalasatama   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00550 Vallila   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00550 Vallila   (Helsinki ),"Blocks of flats, two-room flat",5910
2020Q1,00550 Vallila   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),"Blocks of flats, three-room flat+",5934
2020Q1,00570 Kulosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00570 Kulosaari   (Helsinki ),"Blocks of flats, two-room flat",5420
2020Q1,00570 Kulosaari   (Helsinki ),"Blocks of flats, three-room flat+",5278
2020Q1,00580 Verkkosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00580 Verkkosaari   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00580 Verkkosaari   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00590 Kaitalahti   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00590 Kaitalahti   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00590 Kaitalahti   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00610 Käpylä   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00610 Käpylä   (Helsinki ),"Blocks of flats, two-room flat",5573
2020Q1,00610 Käpylä   (Helsinki ),"Blocks of flats, three-room flat+",5723
2020Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, two-room flat",3636
2020Q1,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, three-room flat+",3003
2020Q1,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, three-room flat+",3344
2020Q1,00650 Veräjämäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00650 Veräjämäki   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00650 Veräjämäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00670 Paloheinä   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00670 Paloheinä   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00670 Paloheinä   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00700 Malmi   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00700 Malmi   (Helsinki ),"Blocks of flats, two-room flat",3454
2020Q1,00700 Malmi   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, two-room flat",2825
2020Q1,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, three-room flat+",2539
2020Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, three-room flat+",3114
2020Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00730 Tapanila   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, two-room flat",2352
2020Q1,00740 Siltamäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00750 Puistola   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00750 Puistola   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00750 Puistola   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00760 Suurmetsä   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, two-room flat",2549
2020Q1,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, three-room flat+",2962
2020Q1,00790 Viikki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00790 Viikki   (Helsinki ),"Blocks of flats, two-room flat",5129
2020Q1,00790 Viikki   (Helsinki ),"Blocks of flats, three-room flat+",4124
2020Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",5218
2020Q1,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",5317
2020Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",5373
2020Q1,00810 Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",4723
2020Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, two-room flat",3710
2020Q1,00820 Roihuvuori   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00830 Tammisalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00840 Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",3181
2020Q1,00850 Jollas   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00850 Jollas   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00850 Jollas   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00890 Itäsalmi   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00900 Puotinharju   (Helsinki ),"Blocks of flats, three-room flat+",2703
2020Q1,00910 Puotila   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00910 Puotila   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00910 Puotila   (Helsinki ),"Blocks of flats, three-room flat+",2579
2020Q1,00920 Myllypuro   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00920 Myllypuro   (Helsinki ),"Blocks of flats, two-room flat",3114
2020Q1,00920 Myllypuro   (Helsinki ),"Blocks of flats, three-room flat+",2566
2020Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, one-room flat",3247
2020Q1,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, two-room flat",2502
2020Q1,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, three-room flat+",2058
2020Q1,00950 Vartioharju   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00950 Vartioharju   (Helsinki ),"Blocks of flats, two-room flat",..
2020Q1,00950 Vartioharju   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, two-room flat",3204
2020Q1,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, three-room flat+",2850
2020Q1,00970 Mellunmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00970 Mellunmäki   (Helsinki ),"Blocks of flats, two-room flat",2473
2020Q1,00970 Mellunmäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2020Q1,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, two-room flat",3268
2020Q1,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, three-room flat+",2963
2020Q1,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, one-room flat",..
2020Q1,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, two-room flat",4968
2020Q1,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, three-room flat+",4700
2020Q1,01200 Hakunila   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01200 Hakunila   (Vantaa ),"Blocks of flats, two-room flat",2058
2020Q1,01200 Hakunila   (Vantaa ),"Blocks of flats, three-room flat+",1687
2020Q1,01230 Vaarala   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01230 Vaarala   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01230 Vaarala   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01280 Länsimäki   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01280 Länsimäki   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01280 Länsimäki   (Vantaa ),"Blocks of flats, three-room flat+",1685
2020Q1,01300 Tikkurila   (Vantaa ),"Blocks of flats, one-room flat",5368
2020Q1,01300 Tikkurila   (Vantaa ),"Blocks of flats, two-room flat",3548
2020Q1,01300 Tikkurila   (Vantaa ),"Blocks of flats, three-room flat+",3333
2020Q1,01340 Leinelä   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01340 Leinelä   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01340 Leinelä   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, one-room flat",3619
2020Q1,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, two-room flat",3133
2020Q1,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, three-room flat+",2528
2020Q1,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, two-room flat",1920
2020Q1,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, three-room flat+",1754
2020Q1,01370 Jokiniemi   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01370 Jokiniemi   (Vantaa ),"Blocks of flats, two-room flat",3443
2020Q1,01370 Jokiniemi   (Vantaa ),"Blocks of flats, three-room flat+",3028
2020Q1,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01400 Rekola   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01400 Rekola   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01400 Rekola   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01450 Korso   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01450 Korso   (Vantaa ),"Blocks of flats, two-room flat",2531
2020Q1,01450 Korso   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01480 Mikkola   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01480 Mikkola   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01480 Mikkola   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, two-room flat",3881
2020Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01520 Tammisto   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01520 Tammisto   (Vantaa ),"Blocks of flats, two-room flat",4181
2020Q1,01520 Tammisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01600 Myyrmäki   (Vantaa ),"Blocks of flats, one-room flat",3929
2020Q1,01600 Myyrmäki   (Vantaa ),"Blocks of flats, two-room flat",2653
2020Q1,01600 Myyrmäki   (Vantaa ),"Blocks of flats, three-room flat+",2294
2020Q1,01610 Kaivoksela   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01610 Kaivoksela   (Vantaa ),"Blocks of flats, two-room flat",2962
2020Q1,01610 Kaivoksela   (Vantaa ),"Blocks of flats, three-room flat+",3056
2020Q1,01620 Martinlaakso   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01620 Martinlaakso   (Vantaa ),"Blocks of flats, two-room flat",2776
2020Q1,01620 Martinlaakso   (Vantaa ),"Blocks of flats, three-room flat+",2244
2020Q1,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01640 Hämevaara   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01640 Hämevaara   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01640 Hämevaara   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01650 Vapaala   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01650 Vapaala   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01650 Vapaala   (Vantaa ),"Blocks of flats, three-room flat+",1514
2020Q1,01660 Varisto   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01660 Varisto   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01660 Varisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01680 Askisto   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01680 Askisto   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01680 Askisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01690 Ylästö   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, two-room flat",4231
2020Q1,01700 Kivistö   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, three-room flat+",2064
2020Q1,01720 Petikko   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01720 Petikko   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01720 Petikko   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01750 Keimola   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01750 Keimola   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01750 Keimola   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,01760 Seutula   (Vantaa ),"Blocks of flats, one-room flat",..
2020Q1,01760 Seutula   (Vantaa ),"Blocks of flats, two-room flat",..
2020Q1,01760 Seutula   (Vantaa ),"Blocks of flats, three-room flat+",..
2020Q1,02100 Tapiola   (Espoo ),"Blocks of flats, one-room flat",6361
2020Q1,02100 Tapiola   (Espoo ),"Blocks of flats, two-room flat",5988
2020Q1,02100 Tapiola   (Espoo ),"Blocks of flats, three-room flat+",5625
2020Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, one-room flat",..
2020Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, two-room flat",..
2020Q1,02110 Otsolahti   (Espoo ),"Blocks of flats, three-room flat+",5142
2020Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, one-room flat",..
2020Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, two-room flat",..
2020Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, three-room flat+",4949
2020Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, one-room flat",..
2020Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, two-room flat",..
2020Q1,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, three-room flat+",..
