Quarter,Postal code,Building type,Price per square meter (EUR/m2)
2012Q4,00590 Kaitalahti   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00590 Kaitalahti   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00590 Kaitalahti   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, two-room flat",2684
2012Q4,00600 Koskela-Helsinki   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00610 Käpylä   (Helsinki ),"Blocks of flats, one-room flat",4484
2012Q4,00610 Käpylä   (Helsinki ),"Blocks of flats, two-room flat",4337
2012Q4,00610 Käpylä   (Helsinki ),"Blocks of flats, three-room flat+",4038
2012Q4,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, two-room flat",3339
2012Q4,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),"Blocks of flats, three-room flat+",2948
2012Q4,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, one-room flat",3664
2012Q4,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, two-room flat",3210
2012Q4,00630 Maunula-Suursuo   (Helsinki ),"Blocks of flats, three-room flat+",2376
2012Q4,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, one-room flat",3739
2012Q4,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, two-room flat",3098
2012Q4,00640 Oulunkylä-Patola   (Helsinki ),"Blocks of flats, three-room flat+",2937
2012Q4,00650 Veräjämäki   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00650 Veräjämäki   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00650 Veräjämäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00660 Länsi-Pakila   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00670 Paloheinä   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00670 Paloheinä   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00670 Paloheinä   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00680 Itä-Pakila   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00700 Malmi   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00700 Malmi   (Helsinki ),"Blocks of flats, two-room flat",2854
2012Q4,00700 Malmi   (Helsinki ),"Blocks of flats, three-room flat+",2447
2012Q4,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, one-room flat",3519
2012Q4,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, two-room flat",2422
2012Q4,00710 Pihlajamäki   (Helsinki ),"Blocks of flats, three-room flat+",2458
2012Q4,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, one-room flat",4035
2012Q4,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, two-room flat",3081
2012Q4,00720 Pukinmäki-Savela   (Helsinki ),"Blocks of flats, three-room flat+",2600
2012Q4,00730 Tapanila   (Helsinki ),"Blocks of flats, one-room flat",3377
2012Q4,00730 Tapanila   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00730 Tapanila   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00740 Siltamäki   (Helsinki ),"Blocks of flats, one-room flat",3178
2012Q4,00740 Siltamäki   (Helsinki ),"Blocks of flats, two-room flat",2527
2012Q4,00740 Siltamäki   (Helsinki ),"Blocks of flats, three-room flat+",2075
2012Q4,00750 Puistola   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00750 Puistola   (Helsinki ),"Blocks of flats, two-room flat",2486
2012Q4,00750 Puistola   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00760 Suurmetsä   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00760 Suurmetsä   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00760 Suurmetsä   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00770 Jakomäki - Alppikylä   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00780 Tapaninvainio   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00790 Viikki   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00790 Viikki   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00790 Viikki   (Helsinki ),"Blocks of flats, three-room flat+",3624
2012Q4,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",4352
2012Q4,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",3685
2012Q4,00800 Länsi-Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",3498
2012Q4,00810 Herttoniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00810 Herttoniemi   (Helsinki ),"Blocks of flats, two-room flat",3947
2012Q4,00810 Herttoniemi   (Helsinki ),"Blocks of flats, three-room flat+",3661
2012Q4,00820 Roihuvuori   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00820 Roihuvuori   (Helsinki ),"Blocks of flats, two-room flat",2888
2012Q4,00820 Roihuvuori   (Helsinki ),"Blocks of flats, three-room flat+",2556
2012Q4,00830 Tammisalo   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00830 Tammisalo   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00830 Tammisalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00840 Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",4058
2012Q4,00840 Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",3134
2012Q4,00840 Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",2675
2012Q4,00850 Jollas   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00850 Jollas   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00850 Jollas   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00870 Etelä-Laajasalo   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00890 Itäsalmi   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00890 Itäsalmi   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00890 Itäsalmi   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00900 Puotinharju   (Helsinki ),"Blocks of flats, one-room flat",3897
2012Q4,00900 Puotinharju   (Helsinki ),"Blocks of flats, two-room flat",2624
2012Q4,00900 Puotinharju   (Helsinki ),"Blocks of flats, three-room flat+",2148
2012Q4,00910 Puotila   (Helsinki ),"Blocks of flats, one-room flat",3815
2012Q4,00910 Puotila   (Helsinki ),"Blocks of flats, two-room flat",3187
2012Q4,00910 Puotila   (Helsinki ),"Blocks of flats, three-room flat+",2680
2012Q4,00920 Myllypuro   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00920 Myllypuro   (Helsinki ),"Blocks of flats, two-room flat",2702
2012Q4,00920 Myllypuro   (Helsinki ),"Blocks of flats, three-room flat+",2140
2012Q4,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00930 Itäkeskus-Marjaniemi   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, one-room flat",3173
2012Q4,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, two-room flat",2529
2012Q4,00940 Kontula - Vesala   (Helsinki ),"Blocks of flats, three-room flat+",2072
2012Q4,00950 Vartioharju   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00950 Vartioharju   (Helsinki ),"Blocks of flats, two-room flat",..
2012Q4,00950 Vartioharju   (Helsinki ),"Blocks of flats, three-room flat+",..
2012Q4,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, two-room flat",2536
2012Q4,00960 Pohjois-Vuosaari   (Helsinki ),"Blocks of flats, three-room flat+",2351
2012Q4,00970 Mellunmäki   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00970 Mellunmäki   (Helsinki ),"Blocks of flats, two-room flat",2644
2012Q4,00970 Mellunmäki   (Helsinki ),"Blocks of flats, three-room flat+",2255
2012Q4,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, two-room flat",2962
2012Q4,00980 Etelä-Vuosaari   (Helsinki ),"Blocks of flats, three-room flat+",2534
2012Q4,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, one-room flat",..
2012Q4,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, two-room flat",4175
2012Q4,00990 Aurinkolahti   (Helsinki ),"Blocks of flats, three-room flat+",4232
2012Q4,01200 Hakunila   (Vantaa ),"Blocks of flats, one-room flat",1885
2012Q4,01200 Hakunila   (Vantaa ),"Blocks of flats, two-room flat",1905
2012Q4,01200 Hakunila   (Vantaa ),"Blocks of flats, three-room flat+",1998
2012Q4,01230 Vaarala   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01230 Vaarala   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01230 Vaarala   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01260 Itä-Hakkila   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01280 Länsimäki   (Vantaa ),"Blocks of flats, one-room flat",2708
2012Q4,01280 Länsimäki   (Vantaa ),"Blocks of flats, two-room flat",2216
2012Q4,01280 Länsimäki   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01300 Tikkurila   (Vantaa ),"Blocks of flats, one-room flat",3764
2012Q4,01300 Tikkurila   (Vantaa ),"Blocks of flats, two-room flat",2886
2012Q4,01300 Tikkurila   (Vantaa ),"Blocks of flats, three-room flat+",2906
2012Q4,01340 Leinelä   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01340 Leinelä   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01340 Leinelä   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, one-room flat",3320
2012Q4,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, two-room flat",2733
2012Q4,01350 Hiekkaharju   (Vantaa ),"Blocks of flats, three-room flat+",2100
2012Q4,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, one-room flat",2363
2012Q4,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, two-room flat",2072
2012Q4,01360 Koivukylä-Havukoski   (Vantaa ),"Blocks of flats, three-room flat+",1995
2012Q4,01370 Jokiniemi   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01370 Jokiniemi   (Vantaa ),"Blocks of flats, two-room flat",2907
2012Q4,01370 Jokiniemi   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01380 Kuusikko-Hakkila   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01390 Ruskeasanta-Ilola   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01400 Rekola   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01400 Rekola   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01400 Rekola   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01420 Päiväkumpu   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01450 Korso   (Vantaa ),"Blocks of flats, one-room flat",2313
2012Q4,01450 Korso   (Vantaa ),"Blocks of flats, two-room flat",2378
2012Q4,01450 Korso   (Vantaa ),"Blocks of flats, three-room flat+",2048
2012Q4,01480 Mikkola   (Vantaa ),"Blocks of flats, one-room flat",2398
2012Q4,01480 Mikkola   (Vantaa ),"Blocks of flats, two-room flat",1699
2012Q4,01480 Mikkola   (Vantaa ),"Blocks of flats, three-room flat+",1940
2012Q4,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, two-room flat",3673
2012Q4,01510 Kirkonkylä-Veromäki   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01520 Tammisto   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01520 Tammisto   (Vantaa ),"Blocks of flats, two-room flat",3792
2012Q4,01520 Tammisto   (Vantaa ),"Blocks of flats, three-room flat+",3343
2012Q4,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01530 Veromiehenkylä   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01600 Myyrmäki   (Vantaa ),"Blocks of flats, one-room flat",3403
2012Q4,01600 Myyrmäki   (Vantaa ),"Blocks of flats, two-room flat",2460
2012Q4,01600 Myyrmäki   (Vantaa ),"Blocks of flats, three-room flat+",2273
2012Q4,01610 Kaivoksela   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01610 Kaivoksela   (Vantaa ),"Blocks of flats, two-room flat",2735
2012Q4,01610 Kaivoksela   (Vantaa ),"Blocks of flats, three-room flat+",2638
2012Q4,01620 Martinlaakso   (Vantaa ),"Blocks of flats, one-room flat",2996
2012Q4,01620 Martinlaakso   (Vantaa ),"Blocks of flats, two-room flat",2172
2012Q4,01620 Martinlaakso   (Vantaa ),"Blocks of flats, three-room flat+",2066
2012Q4,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01630 Hämeenkylä   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01640 Hämevaara   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01640 Hämevaara   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01640 Hämevaara   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01650 Vapaala   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01650 Vapaala   (Vantaa ),"Blocks of flats, two-room flat",1925
2012Q4,01650 Vapaala   (Vantaa ),"Blocks of flats, three-room flat+",1872
2012Q4,01660 Varisto   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01660 Varisto   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01660 Varisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01670 Vantaanlaakso   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01680 Askisto   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01680 Askisto   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01680 Askisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01690 Ylästö   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01690 Ylästö   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01690 Ylästö   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01700 Kivistö   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01700 Kivistö   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01700 Kivistö   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, two-room flat",2553
2012Q4,01710 Pähkinärinne   (Vantaa ),"Blocks of flats, three-room flat+",2297
2012Q4,01720 Petikko   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01720 Petikko   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01720 Petikko   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, two-room flat",1889
2012Q4,01730 Vantaanpuisto   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01750 Keimola   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01750 Keimola   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01750 Keimola   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,01760 Seutula   (Vantaa ),"Blocks of flats, one-room flat",..
2012Q4,01760 Seutula   (Vantaa ),"Blocks of flats, two-room flat",..
2012Q4,01760 Seutula   (Vantaa ),"Blocks of flats, three-room flat+",..
2012Q4,02100 Tapiola   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02100 Tapiola   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02100 Tapiola   (Espoo ),"Blocks of flats, three-room flat+",3904
2012Q4,02110 Otsolahti   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02110 Otsolahti   (Espoo ),"Blocks of flats, two-room flat",4303
2012Q4,02110 Otsolahti   (Espoo ),"Blocks of flats, three-room flat+",4097
2012Q4,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, two-room flat",4585
2012Q4,02120 Länsikorkee-Suvikumpu   (Espoo ),"Blocks of flats, three-room flat+",3911
2012Q4,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, two-room flat",3665
2012Q4,02130 Pohjois-Tapiola   (Espoo ),"Blocks of flats, three-room flat+",3554
2012Q4,02140 Laajalahti   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02140 Laajalahti   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02140 Laajalahti   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02150 Otaniemi   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02150 Otaniemi   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02150 Otaniemi   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02160 Westend   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02160 Westend   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02160 Westend   (Espoo ),"Blocks of flats, three-room flat+",3809
2012Q4,02170 Haukilahti   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02170 Haukilahti   (Espoo ),"Blocks of flats, two-room flat",3832
2012Q4,02170 Haukilahti   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02180 Mankkaa   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02180 Mankkaa   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02180 Mankkaa   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02200 Niittykumpu   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02200 Niittykumpu   (Espoo ),"Blocks of flats, two-room flat",4063
2012Q4,02200 Niittykumpu   (Espoo ),"Blocks of flats, three-room flat+",3895
2012Q4,02210 Olari   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02210 Olari   (Espoo ),"Blocks of flats, two-room flat",2890
2012Q4,02210 Olari   (Espoo ),"Blocks of flats, three-room flat+",2539
2012Q4,02230 Matinkylä   (Espoo ),"Blocks of flats, one-room flat",4202
2012Q4,02230 Matinkylä   (Espoo ),"Blocks of flats, two-room flat",3648
2012Q4,02230 Matinkylä   (Espoo ),"Blocks of flats, three-room flat+",3001
2012Q4,02240 Friisilä   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02240 Friisilä   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02240 Friisilä   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02250 Henttaa   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02250 Henttaa   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02250 Henttaa   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02260 Kaitaa   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02260 Kaitaa   (Espoo ),"Blocks of flats, two-room flat",2491
2012Q4,02260 Kaitaa   (Espoo ),"Blocks of flats, three-room flat+",2143
2012Q4,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02270 Finnoo-Eestinmalmi   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02280 Malminmäki-Eestinlaakso   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02300 Nöykkiönpuro   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02320 Espoonlahti   (Espoo ),"Blocks of flats, one-room flat",3365
2012Q4,02320 Espoonlahti   (Espoo ),"Blocks of flats, two-room flat",2956
2012Q4,02320 Espoonlahti   (Espoo ),"Blocks of flats, three-room flat+",2565
2012Q4,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, two-room flat",4046
2012Q4,02330 Saunalahti-Kattilalaakso   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02340 Latokaski   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02340 Latokaski   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02340 Latokaski   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02360 Soukka   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02360 Soukka   (Espoo ),"Blocks of flats, two-room flat",2393
2012Q4,02360 Soukka   (Espoo ),"Blocks of flats, three-room flat+",2217
2012Q4,02380 Suvisaaristo   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02380 Suvisaaristo   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02380 Suvisaaristo   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, one-room flat",3914
2012Q4,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, two-room flat",4350
2012Q4,02600 Etelä-Leppävaara   (Espoo ),"Blocks of flats, three-room flat+",3480
2012Q4,02610 Kilo   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02610 Kilo   (Espoo ),"Blocks of flats, two-room flat",3938
2012Q4,02610 Kilo   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02620 Karakallio   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02620 Karakallio   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02620 Karakallio   (Espoo ),"Blocks of flats, three-room flat+",2290
2012Q4,02630 Nihtisilta   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02630 Nihtisilta   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02630 Nihtisilta   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, one-room flat",4195
2012Q4,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, two-room flat",3436
2012Q4,02650 Pohjois-Leppävaara   (Espoo ),"Blocks of flats, three-room flat+",3242
2012Q4,02660 Lintuvaara   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02660 Lintuvaara   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02660 Lintuvaara   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02680 Uusmäki   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02680 Uusmäki   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02680 Uusmäki   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02700 Kauniainen   (Kauniainen ),"Blocks of flats, one-room flat",..
2012Q4,02700 Kauniainen   (Kauniainen ),"Blocks of flats, two-room flat",3642
2012Q4,02700 Kauniainen   (Kauniainen ),"Blocks of flats, three-room flat+",3359
2012Q4,02710 Viherlaakso   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02710 Viherlaakso   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02710 Viherlaakso   (Espoo ),"Blocks of flats, three-room flat+",2345
2012Q4,02720 Lähderanta   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02720 Lähderanta   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02720 Lähderanta   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02730 Jupperi   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02730 Jupperi   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02730 Jupperi   (Espoo ),"Blocks of flats, three-room flat+",..
2012Q4,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, one-room flat",..
2012Q4,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, two-room flat",..
2012Q4,02740 Bemböle-Pakankylä   (Espoo ),"Blocks of flats, three-room flat+",..
