,city,date_count,postal_code,room,price
0,Helsinki ,1,100,1,5458
1,Helsinki ,1,100,2,5164
2,Helsinki ,1,100,3,4944
3,Helsinki ,1,120,1,5515
4,Helsinki ,1,120,2,5349
5,Helsinki ,1,120,3,6236
6,Helsinki ,1,130,3,5145
7,Helsinki ,1,140,1,5525
8,Helsinki ,1,140,2,5466
9,Helsinki ,1,140,3,6297
10,Helsinki ,1,150,1,5549
11,Helsinki ,1,150,2,4822
12,Helsinki ,1,150,3,5972
13,Helsinki ,1,160,3,5281
14,Helsinki ,1,170,1,5462
15,Helsinki ,1,170,2,4957
16,Helsinki ,1,170,3,5161
17,Helsinki ,1,180,1,5155
18,Helsinki ,1,180,2,4991
19,Helsinki ,1,180,3,4292
20,Helsinki ,1,200,2,3910
21,Helsinki ,1,200,3,3971
22,Helsinki ,1,210,1,4703
23,Helsinki ,1,210,2,4198
24,Helsinki ,1,210,3,4349
25,Helsinki ,1,250,1,5084
26,Helsinki ,1,250,2,4464
27,Helsinki ,1,250,3,4274
28,Helsinki ,1,260,1,4795
29,Helsinki ,1,260,2,4714
30,Helsinki ,1,260,3,5088
31,Helsinki ,1,270,1,5008
32,Helsinki ,1,270,2,4415
33,Helsinki ,1,270,3,4100
34,Helsinki ,1,300,2,3844
35,Helsinki ,1,320,2,3346
36,Helsinki ,1,320,3,3255
37,Helsinki ,1,330,3,4141
38,Helsinki ,1,350,2,3303
39,Helsinki ,1,350,3,3186
40,Helsinki ,1,360,2,2558
41,Helsinki ,1,370,2,3018
42,Helsinki ,1,380,2,3977
43,Helsinki ,1,390,2,2615
44,Helsinki ,1,400,1,3769
45,Helsinki ,1,400,2,2998
46,Helsinki ,1,400,3,2810
47,Helsinki ,1,410,2,2486
48,Helsinki ,1,420,2,2829
49,Helsinki ,1,420,3,2435
50,Helsinki ,1,440,3,2783
51,Helsinki ,1,500,2,3844
52,Helsinki ,1,510,2,3758
53,Helsinki ,1,520,1,4095
54,Helsinki ,1,520,2,3231
55,Helsinki ,1,520,3,3004
56,Helsinki ,1,530,1,4246
57,Helsinki ,1,530,2,3979
58,Helsinki ,1,530,3,3740
59,Helsinki ,1,550,1,3878
60,Helsinki ,1,550,2,3523
61,Helsinki ,1,560,2,4433
62,Helsinki ,1,560,3,4157
63,Helsinki ,1,570,3,3424
64,Helsinki ,1,610,2,3797
65,Helsinki ,1,610,3,3338
66,Helsinki ,1,630,2,2558
67,Helsinki ,1,630,3,2424
68,Helsinki ,1,640,2,2803
69,Helsinki ,1,640,3,2527
70,Helsinki ,1,700,2,2733
71,Helsinki ,1,700,3,2448
72,Helsinki ,1,710,2,2338
73,Helsinki ,1,710,3,2583
74,Helsinki ,1,720,2,2517
75,Helsinki ,1,720,3,2511
76,Helsinki ,1,730,2,3180
77,Helsinki ,1,740,3,2164
78,Helsinki ,1,750,3,2028
79,Helsinki ,1,780,2,2882
80,Helsinki ,1,790,2,3780
81,Helsinki ,1,790,3,3248
82,Helsinki ,1,800,2,2838
83,Helsinki ,1,810,3,3215
84,Helsinki ,1,820,1,3123
85,Helsinki ,1,820,2,2697
86,Helsinki ,1,820,3,2403
87,Helsinki ,1,840,1,3596
88,Helsinki ,1,840,2,2582
89,Helsinki ,1,840,3,2572
90,Helsinki ,1,900,3,2125
91,Helsinki ,1,910,1,3422
92,Helsinki ,1,910,2,2498
93,Helsinki ,1,910,3,2405
94,Helsinki ,1,920,2,2323
95,Helsinki ,1,920,3,2012
96,Helsinki ,1,940,1,2917
97,Helsinki ,1,940,2,2344
98,Helsinki ,1,940,3,2078
99,Helsinki ,1,960,2,2056
100,Helsinki ,1,970,2,2390
101,Helsinki ,1,970,3,2054
102,Helsinki ,1,980,3,2646
103,Helsinki ,1,990,2,3755
104,Helsinki ,1,990,3,3855
105,Vantaa ,1,1200,1,2679
106,Vantaa ,1,1200,2,2037
107,Vantaa ,1,1200,3,1783
108,Vantaa ,1,1280,3,1789
109,Vantaa ,1,1300,1,3119
110,Vantaa ,1,1300,2,2539
111,Vantaa ,1,1300,3,2582
112,Vantaa ,1,1350,3,1987
113,Vantaa ,1,1360,1,2434
114,Vantaa ,1,1360,2,2155
115,Vantaa ,1,1360,3,1737
116,Vantaa ,1,1450,1,2463
117,Vantaa ,1,1450,2,1775
118,Vantaa ,1,1450,3,1659
119,Vantaa ,1,1480,3,1490
120,Vantaa ,1,1510,3,2968
121,Vantaa ,1,1520,3,3124
122,Vantaa ,1,1600,2,2383
123,Vantaa ,1,1600,3,2232
124,Vantaa ,1,1610,2,2403
125,Vantaa ,1,1610,3,2042
126,Vantaa ,1,1620,1,2766
127,Vantaa ,1,1620,2,2318
128,Vantaa ,1,1620,3,1938
129,Vantaa ,1,1650,1,2494
130,Vantaa ,1,1650,2,2003
131,Vantaa ,1,1710,3,2141
132,Espoo ,1,2100,1,4137
133,Espoo ,1,2100,2,3830
134,Espoo ,1,2100,3,3125
135,Espoo ,1,2110,2,3387
136,Espoo ,1,2110,3,3331
137,Espoo ,1,2120,2,3213
138,Espoo ,1,2130,3,3005
139,Espoo ,1,2170,2,3544
140,Espoo ,1,2170,3,3139
141,Espoo ,1,2200,3,3475
142,Espoo ,1,2210,1,3352
143,Espoo ,1,2210,2,2734
144,Espoo ,1,2210,3,2480
145,Espoo ,1,2230,3,2548
146,Espoo ,1,2320,1,3062
147,Espoo ,1,2320,2,3136
148,Espoo ,1,2320,3,2248
149,Espoo ,1,2360,3,2142
150,Espoo ,1,2600,2,3433
151,Espoo ,1,2600,3,3438
152,Espoo ,1,2610,2,3486
153,Espoo ,1,2620,2,2183
154,Espoo ,1,2620,3,2326
155,Espoo ,1,2650,2,3218
156,Espoo ,1,2650,3,2751
157,Espoo ,1,2710,2,2543
158,Espoo ,1,2710,3,2418
159,Espoo ,1,2760,1,2536
160,Espoo ,1,2760,2,2512
161,Espoo ,1,2760,3,2213
162,Helsinki ,2,100,1,5347
163,Helsinki ,2,100,2,5021
164,Helsinki ,2,100,3,5396
165,Helsinki ,2,120,1,5646
166,Helsinki ,2,120,2,5355
167,Helsinki ,2,120,3,5713
168,Helsinki ,2,140,1,5937
169,Helsinki ,2,140,2,5590
170,Helsinki ,2,140,3,6444
171,Helsinki ,2,150,1,5475
172,Helsinki ,2,150,2,5228
173,Helsinki ,2,150,3,5894
174,Helsinki ,2,160,3,5073
175,Helsinki ,2,170,1,5852
176,Helsinki ,2,170,2,5165
177,Helsinki ,2,170,3,5259
178,Helsinki ,2,180,2,5049
179,Helsinki ,2,180,3,4882
180,Helsinki ,2,200,2,4075
181,Helsinki ,2,200,3,4079
182,Helsinki ,2,210,3,4727
183,Helsinki ,2,250,1,4885
184,Helsinki ,2,250,2,4667
185,Helsinki ,2,250,3,4768
186,Helsinki ,2,260,3,5366
187,Helsinki ,2,270,1,4896
188,Helsinki ,2,270,2,4312
189,Helsinki ,2,270,3,4277
190,Helsinki ,2,280,3,3906
191,Helsinki ,2,320,2,3425
192,Helsinki ,2,320,3,3295
193,Helsinki ,2,330,2,4344
194,Helsinki ,2,330,3,4379
195,Helsinki ,2,350,1,4135
196,Helsinki ,2,350,2,3336
197,Helsinki ,2,350,3,3580
198,Helsinki ,2,360,2,2757
199,Helsinki ,2,370,2,2942
200,Helsinki ,2,390,2,2634
201,Helsinki ,2,390,3,2330
202,Helsinki ,2,400,1,3797
203,Helsinki ,2,400,2,2980
204,Helsinki ,2,400,3,2789
205,Helsinki ,2,410,3,2432
206,Helsinki ,2,420,2,2684
207,Helsinki ,2,420,3,2290
208,Helsinki ,2,440,2,3105
209,Helsinki ,2,440,3,2541
210,Helsinki ,2,500,1,4263
211,Helsinki ,2,500,2,3807
212,Helsinki ,2,500,3,3742
213,Helsinki ,2,510,1,4335
214,Helsinki ,2,510,2,3697
215,Helsinki ,2,510,3,3379
216,Helsinki ,2,520,1,3932
217,Helsinki ,2,520,2,3745
218,Helsinki ,2,520,3,3400
219,Helsinki ,2,530,1,4375
220,Helsinki ,2,530,2,4090
221,Helsinki ,2,530,3,3946
222,Helsinki ,2,550,2,3472
223,Helsinki ,2,550,3,3124
224,Helsinki ,2,560,2,4026
225,Helsinki ,2,560,3,3971
226,Helsinki ,2,610,2,3463
227,Helsinki ,2,610,3,3541
228,Helsinki ,2,620,2,2886
229,Helsinki ,2,630,3,2437
230,Helsinki ,2,640,1,3102
231,Helsinki ,2,640,2,2903
232,Helsinki ,2,640,3,2773
233,Helsinki ,2,700,2,2916
234,Helsinki ,2,700,3,2710
235,Helsinki ,2,710,2,2506
236,Helsinki ,2,710,3,2328
237,Helsinki ,2,720,2,2695
238,Helsinki ,2,720,3,2331
239,Helsinki ,2,740,2,2332
240,Helsinki ,2,750,3,2034
241,Helsinki ,2,770,2,2072
242,Helsinki ,2,790,3,3240
243,Helsinki ,2,800,2,3402
244,Helsinki ,2,800,3,3119
245,Helsinki ,2,810,2,3356
246,Helsinki ,2,810,3,3467
247,Helsinki ,2,820,1,3239
248,Helsinki ,2,820,2,2531
249,Helsinki ,2,820,3,2395
250,Helsinki ,2,840,1,3534
251,Helsinki ,2,840,2,2668
252,Helsinki ,2,840,3,2616
253,Helsinki ,2,900,3,2149
254,Helsinki ,2,910,1,3271
255,Helsinki ,2,910,2,2475
256,Helsinki ,2,910,3,2541
257,Helsinki ,2,920,2,2398
258,Helsinki ,2,920,3,1973
259,Helsinki ,2,940,1,3142
260,Helsinki ,2,940,2,2223
261,Helsinki ,2,940,3,2027
262,Helsinki ,2,960,3,2344
263,Helsinki ,2,970,1,3006
264,Helsinki ,2,970,2,2484
265,Helsinki ,2,970,3,2116
266,Helsinki ,2,980,1,2877
267,Helsinki ,2,980,2,2718
268,Helsinki ,2,980,3,3017
269,Helsinki ,2,990,2,4079
270,Helsinki ,2,990,3,3793
271,Vantaa ,2,1200,3,1852
272,Vantaa ,2,1280,3,1834
273,Vantaa ,2,1300,1,3215
274,Vantaa ,2,1300,2,2573
275,Vantaa ,2,1300,3,2477
276,Vantaa ,2,1350,3,1843
277,Vantaa ,2,1360,1,2590
278,Vantaa ,2,1360,2,2160
279,Vantaa ,2,1360,3,1753
280,Vantaa ,2,1370,2,2512
281,Vantaa ,2,1450,1,2040
282,Vantaa ,2,1450,2,2225
283,Vantaa ,2,1450,3,1928
284,Vantaa ,2,1480,3,1915
285,Vantaa ,2,1510,3,3097
286,Vantaa ,2,1520,2,3448
287,Vantaa ,2,1520,3,3201
288,Vantaa ,2,1600,2,2486
289,Vantaa ,2,1600,3,2130
290,Vantaa ,2,1610,1,2874
291,Vantaa ,2,1610,2,2341
292,Vantaa ,2,1610,3,2287
293,Vantaa ,2,1620,3,1964
294,Vantaa ,2,1650,2,2016
295,Vantaa ,2,1650,3,1817
296,Vantaa ,2,1710,2,2659
297,Vantaa ,2,1710,3,2345
298,Vantaa ,2,1730,3,1675
299,Espoo ,2,2100,2,4032
300,Espoo ,2,2100,3,3468
301,Espoo ,2,2110,3,3642
302,Espoo ,2,2120,2,3485
303,Espoo ,2,2120,3,3354
304,Espoo ,2,2160,3,3874
305,Espoo ,2,2170,1,3745
306,Espoo ,2,2170,2,3493
307,Espoo ,2,2170,3,3619
308,Espoo ,2,2200,3,3147
309,Espoo ,2,2210,3,2431
310,Espoo ,2,2230,1,3416
311,Espoo ,2,2230,2,3131
312,Espoo ,2,2230,3,2890
313,Espoo ,2,2260,3,1920
314,Espoo ,2,2320,1,3024
315,Espoo ,2,2320,2,2911
316,Espoo ,2,2320,3,2377
317,Espoo ,2,2360,3,1965
318,Espoo ,2,2600,2,3377
319,Espoo ,2,2600,3,2955
320,Espoo ,2,2620,2,2562
321,Espoo ,2,2650,2,2885
322,Espoo ,2,2650,3,2782
323,Kauniainen ,2,2700,2,3330
324,Kauniainen ,2,2700,3,3056
325,Espoo ,2,2750,2,3231
326,Espoo ,2,2760,1,2403
327,Espoo ,2,2760,2,2337
328,Espoo ,2,2760,3,2403
329,Helsinki ,3,100,1,5826
330,Helsinki ,3,100,2,5081
331,Helsinki ,3,100,3,4828
332,Helsinki ,3,120,1,5395
333,Helsinki ,3,120,2,5534
334,Helsinki ,3,120,3,5884
335,Helsinki ,3,140,1,6082
336,Helsinki ,3,140,2,5943
337,Helsinki ,3,140,3,6420
338,Helsinki ,3,150,1,5225
339,Helsinki ,3,150,2,5240
340,Helsinki ,3,150,3,5633
341,Helsinki ,3,160,2,5304
342,Helsinki ,3,170,1,5743
343,Helsinki ,3,170,2,5086
344,Helsinki ,3,170,3,5554
345,Helsinki ,3,180,1,5677
346,Helsinki ,3,180,2,4947
347,Helsinki ,3,180,3,4690
348,Helsinki ,3,200,2,4119
349,Helsinki ,3,200,3,4319
350,Helsinki ,3,210,1,4535
351,Helsinki ,3,210,2,4812
352,Helsinki ,3,210,3,4633
353,Helsinki ,3,250,1,5046
354,Helsinki ,3,250,2,4692
355,Helsinki ,3,250,3,4328
356,Helsinki ,3,260,1,5369
357,Helsinki ,3,260,2,5342
358,Helsinki ,3,260,3,4315
359,Helsinki ,3,270,1,5004
360,Helsinki ,3,270,2,4397
361,Helsinki ,3,270,3,4362
362,Helsinki ,3,280,1,4698
363,Helsinki ,3,280,2,3809
364,Helsinki ,3,280,3,4102
365,Helsinki ,3,310,1,3627
366,Helsinki ,3,320,1,4132
367,Helsinki ,3,320,2,3367
368,Helsinki ,3,320,3,3422
369,Helsinki ,3,330,2,4258
370,Helsinki ,3,330,3,4169
371,Helsinki ,3,350,1,4162
372,Helsinki ,3,350,2,3330
373,Helsinki ,3,350,3,3612
374,Helsinki ,3,360,2,2896
375,Helsinki ,3,370,3,2605
376,Helsinki ,3,390,2,2818
377,Helsinki ,3,400,1,3618
378,Helsinki ,3,400,2,3126
379,Helsinki ,3,400,3,2829
380,Helsinki ,3,410,2,2417
381,Helsinki ,3,420,2,2676
382,Helsinki ,3,420,3,2456
383,Helsinki ,3,500,1,4423
384,Helsinki ,3,500,2,3906
385,Helsinki ,3,500,3,4195
386,Helsinki ,3,510,1,4343
387,Helsinki ,3,510,2,3923
388,Helsinki ,3,510,3,3632
389,Helsinki ,3,520,1,4202
390,Helsinki ,3,520,2,3563
391,Helsinki ,3,520,3,3062
392,Helsinki ,3,530,1,4576
393,Helsinki ,3,530,2,3964
394,Helsinki ,3,530,3,4093
395,Helsinki ,3,550,2,3640
396,Helsinki ,3,550,3,3800
397,Helsinki ,3,560,2,4418
398,Helsinki ,3,610,2,3601
399,Helsinki ,3,610,3,3491
400,Helsinki ,3,630,3,2165
401,Helsinki ,3,640,2,2744
402,Helsinki ,3,640,3,2644
403,Helsinki ,3,700,1,3407
404,Helsinki ,3,700,2,2663
405,Helsinki ,3,700,3,2375
406,Helsinki ,3,710,2,2327
407,Helsinki ,3,710,3,2444
408,Helsinki ,3,720,2,2689
409,Helsinki ,3,720,3,2584
410,Helsinki ,3,730,2,2911
411,Helsinki ,3,790,3,3583
412,Helsinki ,3,800,2,3119
413,Helsinki ,3,800,3,3128
414,Helsinki ,3,810,2,3665
415,Helsinki ,3,810,3,4244
416,Helsinki ,3,820,3,2484
417,Helsinki ,3,840,3,2810
418,Helsinki ,3,900,3,2070
419,Helsinki ,3,910,2,2722
420,Helsinki ,3,910,3,2536
421,Helsinki ,3,920,2,2413
422,Helsinki ,3,920,3,2112
423,Helsinki ,3,940,1,3120
424,Helsinki ,3,940,2,2376
425,Helsinki ,3,940,3,2024
426,Helsinki ,3,960,2,2261
427,Helsinki ,3,970,2,2467
428,Helsinki ,3,970,3,2305
429,Helsinki ,3,980,3,2707
430,Helsinki ,3,990,2,3622
431,Helsinki ,3,990,3,3962
432,Vantaa ,3,1200,3,1814
433,Vantaa ,3,1280,1,2666
434,Vantaa ,3,1280,2,2256
435,Vantaa ,3,1280,3,1936
436,Vantaa ,3,1300,1,3365
437,Vantaa ,3,1300,2,2712
438,Vantaa ,3,1300,3,2577
439,Vantaa ,3,1350,3,1949
440,Vantaa ,3,1360,2,2140
441,Vantaa ,3,1360,3,1817
442,Vantaa ,3,1450,3,1863
443,Vantaa ,3,1480,3,1687
444,Vantaa ,3,1510,3,3191
445,Vantaa ,3,1520,2,3444
446,Vantaa ,3,1520,3,3196
447,Vantaa ,3,1600,2,2352
448,Vantaa ,3,1600,3,2113
449,Vantaa ,3,1610,2,2569
450,Vantaa ,3,1610,3,2302
451,Vantaa ,3,1620,2,2275
452,Vantaa ,3,1620,3,1964
453,Vantaa ,3,1640,2,3055
454,Vantaa ,3,1640,3,3077
455,Vantaa ,3,1650,2,2148
456,Vantaa ,3,1650,3,1840
457,Vantaa ,3,1710,2,2471
458,Vantaa ,3,1710,3,2235
459,Espoo ,3,2100,3,3721
460,Espoo ,3,2120,2,3424
461,Espoo ,3,2120,3,3662
462,Espoo ,3,2130,3,3367
463,Espoo ,3,2170,2,3365
464,Espoo ,3,2170,3,3233
465,Espoo ,3,2200,3,3701
466,Espoo ,3,2210,3,2515
467,Espoo ,3,2230,1,3662
468,Espoo ,3,2230,2,2976
469,Espoo ,3,2230,3,2826
470,Espoo ,3,2320,3,2497
471,Espoo ,3,2330,2,3911
472,Espoo ,3,2360,2,2336
473,Espoo ,3,2360,3,1970
474,Espoo ,3,2600,3,3027
475,Espoo ,3,2650,2,3088
476,Espoo ,3,2650,3,2941
477,Espoo ,3,2710,2,2466
478,Espoo ,3,2760,1,2752
479,Espoo ,3,2760,2,2520
480,Espoo ,3,2760,3,2567
481,Helsinki ,4,100,1,5566
482,Helsinki ,4,100,2,5006
483,Helsinki ,4,100,3,5394
484,Helsinki ,4,120,1,5613
485,Helsinki ,4,120,2,5321
486,Helsinki ,4,120,3,5666
487,Helsinki ,4,140,1,5759
488,Helsinki ,4,140,2,5227
489,Helsinki ,4,140,3,5972
490,Helsinki ,4,150,1,5348
491,Helsinki ,4,150,2,5189
492,Helsinki ,4,150,3,5833
493,Helsinki ,4,170,1,5952
494,Helsinki ,4,170,2,5487
495,Helsinki ,4,170,3,5423
496,Helsinki ,4,180,2,5180
497,Helsinki ,4,180,3,4903
498,Helsinki ,4,200,2,4271
499,Helsinki ,4,200,3,4176
500,Helsinki ,4,210,1,5170
501,Helsinki ,4,210,2,4737
502,Helsinki ,4,210,3,4621
503,Helsinki ,4,250,1,4867
504,Helsinki ,4,250,2,4673
505,Helsinki ,4,250,3,4390
506,Helsinki ,4,260,3,4833
507,Helsinki ,4,270,1,5052
508,Helsinki ,4,270,2,4538
509,Helsinki ,4,270,3,4366
510,Helsinki ,4,280,3,4007
511,Helsinki ,4,310,3,3116
512,Helsinki ,4,320,2,3628
513,Helsinki ,4,320,3,3430
514,Helsinki ,4,330,1,4730
515,Helsinki ,4,330,2,4114
516,Helsinki ,4,330,3,4272
517,Helsinki ,4,350,1,3872
518,Helsinki ,4,350,2,3694
519,Helsinki ,4,350,3,3287
520,Helsinki ,4,370,2,3039
521,Helsinki ,4,390,2,2814
522,Helsinki ,4,390,3,2336
523,Helsinki ,4,400,1,3716
524,Helsinki ,4,400,2,3138
525,Helsinki ,4,400,3,2912
526,Helsinki ,4,410,2,2381
527,Helsinki ,4,420,2,2605
528,Helsinki ,4,420,3,2305
529,Helsinki ,4,440,3,2857
530,Helsinki ,4,500,1,4420
531,Helsinki ,4,500,2,3996
532,Helsinki ,4,500,3,3881
533,Helsinki ,4,510,1,4313
534,Helsinki ,4,510,2,3732
535,Helsinki ,4,510,3,3434
536,Helsinki ,4,520,1,4429
537,Helsinki ,4,520,2,3634
538,Helsinki ,4,520,3,3101
539,Helsinki ,4,530,1,4463
540,Helsinki ,4,530,2,3961
541,Helsinki ,4,530,3,3762
542,Helsinki ,4,550,2,3590
543,Helsinki ,4,550,3,3718
544,Helsinki ,4,560,2,4337
545,Helsinki ,4,560,3,5056
546,Helsinki ,4,570,3,3444
547,Helsinki ,4,610,2,3696
548,Helsinki ,4,610,3,3694
549,Helsinki ,4,620,2,2821
550,Helsinki ,4,630,3,2296
551,Helsinki ,4,640,2,2909
552,Helsinki ,4,640,3,2784
553,Helsinki ,4,700,2,2774
554,Helsinki ,4,700,3,2528
555,Helsinki ,4,710,3,2459
556,Helsinki ,4,720,2,2723
557,Helsinki ,4,720,3,2559
558,Helsinki ,4,730,2,2955
559,Helsinki ,4,770,3,1757
560,Helsinki ,4,790,3,3503
561,Helsinki ,4,800,2,3374
562,Helsinki ,4,800,3,3143
563,Helsinki ,4,810,3,3784
564,Helsinki ,4,820,3,2396
565,Helsinki ,4,840,3,2752
566,Helsinki ,4,900,3,2112
567,Helsinki ,4,910,1,3352
568,Helsinki ,4,910,2,2565
569,Helsinki ,4,910,3,2518
570,Helsinki ,4,920,2,2226
571,Helsinki ,4,920,3,2007
572,Helsinki ,4,930,2,2685
573,Helsinki ,4,940,1,3228
574,Helsinki ,4,940,2,2288
575,Helsinki ,4,940,3,2043
576,Helsinki ,4,960,2,2522
577,Helsinki ,4,970,2,2489
578,Helsinki ,4,970,3,2299
579,Helsinki ,4,980,3,2382
580,Helsinki ,4,990,2,4160
581,Helsinki ,4,990,3,3766
582,Vantaa ,4,1200,1,2561
583,Vantaa ,4,1200,2,2073
584,Vantaa ,4,1200,3,1884
585,Vantaa ,4,1280,1,2611
586,Vantaa ,4,1300,1,3371
587,Vantaa ,4,1300,2,2612
588,Vantaa ,4,1300,3,2601
589,Vantaa ,4,1350,3,2041
590,Vantaa ,4,1360,3,1809
591,Vantaa ,4,1450,3,1927
592,Vantaa ,4,1480,2,2047
593,Vantaa ,4,1480,3,1949
594,Vantaa ,4,1510,2,3462
595,Vantaa ,4,1520,2,3471
596,Vantaa ,4,1520,3,3228
597,Vantaa ,4,1600,2,2322
598,Vantaa ,4,1600,3,2239
599,Vantaa ,4,1610,2,2484
600,Vantaa ,4,1620,2,2211
601,Vantaa ,4,1620,3,1887
602,Vantaa ,4,1650,1,2817
603,Vantaa ,4,1650,2,2062
604,Vantaa ,4,1710,2,2484
605,Vantaa ,4,1710,3,2179
606,Espoo ,4,2100,1,3768
607,Espoo ,4,2100,3,3215
608,Espoo ,4,2120,3,3316
609,Espoo ,4,2130,3,3281
610,Espoo ,4,2170,2,3505
611,Espoo ,4,2200,3,3501
612,Espoo ,4,2210,1,3500
613,Espoo ,4,2210,2,2659
614,Espoo ,4,2210,3,2590
615,Espoo ,4,2230,1,3502
616,Espoo ,4,2230,2,3304
617,Espoo ,4,2230,3,2779
618,Espoo ,4,2260,2,2318
619,Espoo ,4,2320,1,2981
620,Espoo ,4,2320,2,2937
621,Espoo ,4,2320,3,2714
622,Espoo ,4,2330,3,3666
623,Espoo ,4,2360,1,3023
624,Espoo ,4,2360,2,2150
625,Espoo ,4,2360,3,2042
626,Espoo ,4,2600,3,2894
627,Espoo ,4,2620,2,2572
628,Espoo ,4,2620,3,2158
629,Espoo ,4,2650,2,3075
630,Espoo ,4,2650,3,2781
631,Kauniainen ,4,2700,3,3217
632,Espoo ,4,2710,3,2256
633,Espoo ,4,2760,1,2678
634,Espoo ,4,2760,2,2549
635,Espoo ,4,2760,3,2392
636,Helsinki ,5,100,1,5545
637,Helsinki ,5,100,2,5713
638,Helsinki ,5,100,3,5571
639,Helsinki ,5,120,1,5905
640,Helsinki ,5,120,2,5528
641,Helsinki ,5,120,3,5691
642,Helsinki ,5,140,1,6277
643,Helsinki ,5,140,2,5890
644,Helsinki ,5,140,3,6734
645,Helsinki ,5,150,1,5587
646,Helsinki ,5,150,2,5593
647,Helsinki ,5,150,3,6275
648,Helsinki ,5,170,1,5886
649,Helsinki ,5,170,2,5723
650,Helsinki ,5,170,3,5444
651,Helsinki ,5,180,1,6108
652,Helsinki ,5,180,2,5295
653,Helsinki ,5,180,3,4677
654,Helsinki ,5,200,2,4324
655,Helsinki ,5,200,3,4343
656,Helsinki ,5,210,3,4677
657,Helsinki ,5,250,1,5108
658,Helsinki ,5,250,2,4979
659,Helsinki ,5,250,3,4501
660,Helsinki ,5,260,1,5408
661,Helsinki ,5,260,2,5248
662,Helsinki ,5,260,3,5195
663,Helsinki ,5,270,1,5267
664,Helsinki ,5,270,2,4556
665,Helsinki ,5,270,3,4330
666,Helsinki ,5,280,2,4371
667,Helsinki ,5,280,3,4120
668,Helsinki ,5,320,1,4200
669,Helsinki ,5,320,2,3573
670,Helsinki ,5,320,3,3549
671,Helsinki ,5,330,3,4304
672,Helsinki ,5,350,1,4006
673,Helsinki ,5,350,2,3495
674,Helsinki ,5,350,3,3504
675,Helsinki ,5,360,2,3155
676,Helsinki ,5,370,2,3151
677,Helsinki ,5,370,3,2699
678,Helsinki ,5,380,3,3849
679,Helsinki ,5,390,2,2711
680,Helsinki ,5,390,3,2510
681,Helsinki ,5,400,1,3919
682,Helsinki ,5,400,2,3136
683,Helsinki ,5,400,3,2933
684,Helsinki ,5,410,2,2533
685,Helsinki ,5,420,2,2565
686,Helsinki ,5,420,3,2315
687,Helsinki ,5,440,3,3151
688,Helsinki ,5,500,1,4548
689,Helsinki ,5,500,2,4032
690,Helsinki ,5,500,3,4088
691,Helsinki ,5,510,2,4149
692,Helsinki ,5,520,1,4598
693,Helsinki ,5,520,2,3437
694,Helsinki ,5,520,3,3282
695,Helsinki ,5,530,1,4594
696,Helsinki ,5,530,2,4358
697,Helsinki ,5,530,3,4323
698,Helsinki ,5,550,1,4024
699,Helsinki ,5,550,2,3708
700,Helsinki ,5,550,3,3680
701,Helsinki ,5,560,3,4513
702,Helsinki ,5,570,2,3651
703,Helsinki ,5,570,3,3955
704,Helsinki ,5,610,3,3912
705,Helsinki ,5,620,2,2923
706,Helsinki ,5,630,2,2777
707,Helsinki ,5,640,2,2989
708,Helsinki ,5,640,3,2966
709,Helsinki ,5,700,2,2763
710,Helsinki ,5,700,3,2710
711,Helsinki ,5,710,2,2331
712,Helsinki ,5,710,3,2322
713,Helsinki ,5,720,3,2627
714,Helsinki ,5,730,1,3493
715,Helsinki ,5,730,2,3023
716,Helsinki ,5,730,3,2663
717,Helsinki ,5,740,2,2309
718,Helsinki ,5,740,3,2330
719,Helsinki ,5,790,2,3792
720,Helsinki ,5,800,2,3057
721,Helsinki ,5,800,3,3182
722,Helsinki ,5,810,3,3234
723,Helsinki ,5,820,1,3248
724,Helsinki ,5,820,2,2681
725,Helsinki ,5,820,3,2630
726,Helsinki ,5,840,1,3478
727,Helsinki ,5,840,2,2909
728,Helsinki ,5,840,3,3080
729,Helsinki ,5,900,2,2431
730,Helsinki ,5,910,2,2883
731,Helsinki ,5,920,3,2041
732,Helsinki ,5,930,3,2375
733,Helsinki ,5,940,3,2138
734,Helsinki ,5,960,2,2299
735,Helsinki ,5,960,3,2183
736,Helsinki ,5,970,3,2141
737,Helsinki ,5,980,3,2670
738,Helsinki ,5,990,2,3844
739,Helsinki ,5,990,3,3993
740,Vantaa ,5,1200,1,2580
741,Vantaa ,5,1200,2,2240
742,Vantaa ,5,1200,3,1851
743,Vantaa ,5,1280,1,2672
744,Vantaa ,5,1280,2,2157
745,Vantaa ,5,1280,3,1848
746,Vantaa ,5,1300,1,3607
747,Vantaa ,5,1300,2,2692
748,Vantaa ,5,1300,3,2464
749,Vantaa ,5,1350,3,1869
750,Vantaa ,5,1360,2,2008
751,Vantaa ,5,1360,3,1847
752,Vantaa ,5,1450,3,1970
753,Vantaa ,5,1480,3,1688
754,Vantaa ,5,1510,3,3066
755,Vantaa ,5,1600,2,2481
756,Vantaa ,5,1600,3,2218
757,Vantaa ,5,1610,2,2724
758,Vantaa ,5,1610,3,2467
759,Vantaa ,5,1620,3,1975
760,Vantaa ,5,1650,2,2009
761,Vantaa ,5,1650,3,1839
762,Vantaa ,5,1710,2,2348
763,Vantaa ,5,1710,3,2235
764,Espoo ,5,2100,2,3407
765,Espoo ,5,2100,3,3740
766,Espoo ,5,2110,3,3725
767,Espoo ,5,2120,2,3292
768,Espoo ,5,2120,3,3476
