Quarter,Postal code,One-room flat,Two-room flat,Three-room flat+,Terraced houses
2018Q3,00800 Länsi-Herttoniemi   (Helsinki ),..,4732,..,..
2018Q3,00810 Herttoniemi   (Helsinki ),..,..,..,..
2018Q3,00820 Roihuvuori   (Helsinki ),..,..,3060,..
2018Q3,00830 Tammisalo   (Helsinki ),..,..,..,..
2018Q3,00840 Laajasalo   (Helsinki ),..,..,3157,3427
2018Q3,00850 Jollas   (Helsinki ),..,..,..,..
2018Q3,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2018Q3,00890 Itäsalmi   (Helsinki ),..,..,..,..
2018Q3,00900 Puotinharju   (Helsinki ),..,..,2832,..
2018Q3,00910 Puotila   (Helsinki ),..,3354,..,..
2018Q3,00920 Myllypuro   (Helsinki ),..,..,2565,3508
2018Q3,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,3031,..,..
2018Q3,00940 Kontula - Vesala   (Helsinki ),..,..,1740,2643
2018Q3,00950 Vartioharju   (Helsinki ),..,..,..,..
2018Q3,00960 Pohjois-Vuosaari   (Helsinki ),..,2949,..,3192
2018Q3,00970 Mellunmäki   (Helsinki ),..,2518,2603,..
2018Q3,00980 Etelä-Vuosaari   (Helsinki ),..,..,2826,3416
2018Q3,00990 Aurinkolahti   (Helsinki ),..,4458,4613,..
2018Q3,01200 Hakunila   (Vantaa ),..,..,1864,2716
2018Q3,01230 Vaarala   (Vantaa ),..,..,..,..
2018Q3,01260 Itä-Hakkila   (Vantaa ),..,..,..,2775
2018Q3,01280 Länsimäki   (Vantaa ),..,2185,..,2803
2018Q3,01300 Tikkurila   (Vantaa ),4354,3587,3110,3140
2018Q3,01340 Leinelä   (Vantaa ),..,..,..,..
2018Q3,01350 Hiekkaharju   (Vantaa ),..,..,2176,2907
2018Q3,01360 Koivukylä-Havukoski   (Vantaa ),2543,2060,2041,2535
2018Q3,01370 Jokiniemi   (Vantaa ),..,..,..,3071
2018Q3,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2018Q3,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,..
2018Q3,01400 Rekola   (Vantaa ),..,..,..,..
2018Q3,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2018Q3,01450 Korso   (Vantaa ),..,2409,..,2848
2018Q3,01480 Mikkola   (Vantaa ),..,..,..,2873
2018Q3,01510 Kirkonkylä-Veromäki   (Vantaa ),..,4244,3444,..
2018Q3,01520 Tammisto   (Vantaa ),..,..,3335,4044
2018Q3,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2018Q3,01600 Myyrmäki   (Vantaa ),3422,2775,1999,..
2018Q3,01610 Kaivoksela   (Vantaa ),..,2809,2674,..
2018Q3,01620 Martinlaakso   (Vantaa ),..,..,2022,2902
2018Q3,01630 Hämeenkylä   (Vantaa ),..,..,..,..
2018Q3,01640 Hämevaara   (Vantaa ),..,..,..,..
2018Q3,01650 Vapaala   (Vantaa ),..,..,..,..
2018Q3,01660 Varisto   (Vantaa ),..,..,..,..
2018Q3,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2018Q3,01680 Askisto   (Vantaa ),..,..,..,..
2018Q3,01690 Ylästö   (Vantaa ),..,..,..,3289
2018Q3,01700 Kivistö   (Vantaa ),..,..,..,..
2018Q3,01710 Pähkinärinne   (Vantaa ),..,2712,2057,..
2018Q3,01720 Petikko   (Vantaa ),..,..,..,..
2018Q3,01730 Vantaanpuisto   (Vantaa ),..,..,..,1881
2018Q3,01750 Keimola   (Vantaa ),..,..,..,..
2018Q3,01760 Seutula   (Vantaa ),..,..,..,..
2018Q3,02100 Tapiola   (Espoo ),..,5608,5097,..
2018Q3,02110 Otsolahti   (Espoo ),..,..,..,..
2018Q3,02120 Länsikorkee-Suvikumpu   (Espoo ),..,4717,..,..
2018Q3,02130 Pohjois-Tapiola   (Espoo ),..,..,3992,3813
2018Q3,02140 Laajalahti   (Espoo ),..,..,..,..
2018Q3,02150 Otaniemi   (Espoo ),..,..,..,..
2018Q3,02160 Westend   (Espoo ),..,..,..,..
2018Q3,02170 Haukilahti   (Espoo ),..,..,3792,3871
2018Q3,02180 Mankkaa   (Espoo ),..,..,..,3654
2018Q3,02200 Niittykumpu   (Espoo ),..,..,4076,3825
2018Q3,02210 Olari   (Espoo ),..,..,2822,3521
2018Q3,02230 Matinkylä   (Espoo ),4658,3840,3276,4015
2018Q3,02240 Friisilä   (Espoo ),..,..,..,..
2018Q3,02250 Henttaa   (Espoo ),..,..,..,..
2018Q3,02260 Kaitaa   (Espoo ),..,..,..,..
2018Q3,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,..
2018Q3,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,..
2018Q3,02300 Nöykkiönpuro   (Espoo ),..,..,..,..
2018Q3,02320 Espoonlahti   (Espoo ),3752,3150,2640,3385
2018Q3,02330 Saunalahti-Kattilalaakso   (Espoo ),..,..,..,..
2018Q3,02340 Latokaski   (Espoo ),..,..,..,3200
2018Q3,02360 Soukka   (Espoo ),..,..,2734,3543
2018Q3,02380 Suvisaaristo   (Espoo ),..,..,..,..
2018Q3,02600 Etelä-Leppävaara   (Espoo ),..,4602,3596,..
2018Q3,02610 Kilo   (Espoo ),..,..,..,..
2018Q3,02620 Karakallio   (Espoo ),..,..,1832,..
2018Q3,02630 Nihtisilta   (Espoo ),..,..,..,3645
2018Q3,02650 Pohjois-Leppävaara   (Espoo ),..,3770,3456,..
2018Q3,02660 Lintuvaara   (Espoo ),..,..,..,..
2018Q3,02680 Uusmäki   (Espoo ),..,..,..,..
2018Q3,02700 Kauniainen   (Kauniainen ),..,..,..,..
2018Q3,02710 Viherlaakso   (Espoo ),..,..,2259,2945
2018Q3,02720 Lähderanta   (Espoo ),..,..,..,..
2018Q3,02730 Jupperi   (Espoo ),..,..,..,..
2018Q3,02740 Bemböle-Pakankylä   (Espoo ),..,..,..,..
2018Q3,02750 Sepänkylä-Kuurinniitty   (Espoo ),..,..,..,..
2018Q3,02760 Tuomarila-Suvela   (Espoo ),..,..,2731,2914
2018Q3,02770 Espoon Keskus   (Espoo ),..,..,..,3415
2018Q3,02780 Kauklahti   (Espoo ),..,..,..,3197
2018Q3,02810 Gumböle-Karhusuo   (Espoo ),..,..,..,..
2018Q3,02820 Nupuri-Nuuksio   (Espoo ),..,..,..,..
2018Q3,02860 Siikajärvi   (Espoo ),..,..,..,..
2018Q3,02920 Niipperi   (Espoo ),..,..,..,..
2018Q3,02940 Lippajärvi-Järvenperä   (Espoo ),..,..,..,2960
2018Q3,02970 Kalajärvi   (Espoo ),..,..,..,..
2018Q3,02980 Lakisto   (Espoo ),..,..,..,..
2018Q4,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),7784,7055,6710,..
2018Q4,00120 Punavuori   (Helsinki ),..,7819,7928,..
2018Q4,00130 Kaartinkaupunki   (Helsinki ),..,..,..,..
2018Q4,00140 Kaivopuisto - Ullanlinna   (Helsinki ),9154,8532,8365,..
2018Q4,00150 Eira - Hernesaari   (Helsinki ),8368,7648,7319,..
2018Q4,00160 Katajanokka   (Helsinki ),..,..,6038,..
2018Q4,00170 Kruununhaka   (Helsinki ),7023,7619,6678,..
2018Q4,00180 Kamppi - Ruoholahti   (Helsinki ),..,7029,6620,..
2018Q4,00190 Suomenlinna   (Helsinki ),..,..,..,..
2018Q4,00200 Lauttasaari   (Helsinki ),7085,5665,5648,..
2018Q4,00210 Vattuniemi   (Helsinki ),..,..,5649,..
2018Q4,00220 Jätkäsaari   (Helsinki ),..,..,..,..
2018Q4,00240 Länsi-Pasila   (Helsinki ),..,..,4779,..
2018Q4,00250 Taka-Töölö   (Helsinki ),7600,6421,5957,..
2018Q4,00260 Keski-Töölö   (Helsinki ),..,..,6741,..
2018Q4,00270 Pohjois-Meilahti   (Helsinki ),..,6129,5877,..
2018Q4,00280 Ruskeasuo   (Helsinki ),..,5585,..,..
2018Q4,00290 Meilahden sairaala-alue   (Helsinki ),..,..,..,..
2018Q4,00300 Pikku Huopalahti   (Helsinki ),..,..,..,..
2018Q4,00310 Kivihaka   (Helsinki ),..,..,..,..
2018Q4,00320 Etelä-Haaga   (Helsinki ),5772,4931,4621,..
2018Q4,00330 Munkkiniemi   (Helsinki ),..,5824,5540,..
2018Q4,00340 Kuusisaari-Lehtisaari   (Helsinki ),..,..,..,..
2018Q4,00350 Munkkivuori-Niemenmäki   (Helsinki ),..,4804,4168,..
2018Q4,00360 Pajamäki   (Helsinki ),..,..,..,..
2018Q4,00370 Reimarla   (Helsinki ),..,3530,..,..
2018Q4,00380 Pitäjänmäen teollisuusalue   (Helsinki ),..,..,..,..
2018Q4,00390 Konala   (Helsinki ),..,..,2648,..
2018Q4,00400 Pohjois-Haaga   (Helsinki ),5901,4521,3424,..
2018Q4,00410 Malminkartano   (Helsinki ),..,..,2640,..
2018Q4,00420 Kannelmäki   (Helsinki ),..,3235,3207,..
2018Q4,00430 Maununneva   (Helsinki ),..,..,..,..
2018Q4,00440 Lassila   (Helsinki ),..,..,3320,..
2018Q4,00500 Sörnäinen   (Helsinki ),6416,5613,5468,..
2018Q4,00510 Etu-Vallila - Alppila   (Helsinki ),..,5827,..,..
2018Q4,00520 Itä-Pasila   (Helsinki ),6518,5372,5471,..
2018Q4,00530 Kallio   (Helsinki ),6266,5923,4982,..
2018Q4,00540 Kalasatama   (Helsinki ),..,..,..,..
2018Q4,00550 Vallila   (Helsinki ),..,5449,5598,..
2018Q4,00560 Toukola-Vanhakaupunki   (Helsinki ),..,5428,5384,..
2018Q4,00570 Kulosaari   (Helsinki ),..,6125,5463,..
2018Q4,00580 Verkkosaari   (Helsinki ),..,..,..,..
2018Q4,00590 Kaitalahti   (Helsinki ),..,..,..,..
2018Q4,00600 Koskela-Helsinki   (Helsinki ),..,..,..,..
2018Q4,00610 Käpylä   (Helsinki ),..,5162,5135,..
2018Q4,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),..,..,..,..
2018Q4,00630 Maunula-Suursuo   (Helsinki ),..,..,3591,..
2018Q4,00640 Oulunkylä-Patola   (Helsinki ),..,3638,3717,..
2018Q4,00650 Veräjämäki   (Helsinki ),..,..,..,..
2018Q4,00660 Länsi-Pakila   (Helsinki ),..,..,..,..
2018Q4,00670 Paloheinä   (Helsinki ),..,..,..,3830
2018Q4,00680 Itä-Pakila   (Helsinki ),..,..,..,..
2018Q4,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),..,..,..,..
2018Q4,00700 Malmi   (Helsinki ),..,3161,2661,..
2018Q4,00710 Pihlajamäki   (Helsinki ),..,2848,2295,..
2018Q4,00720 Pukinmäki-Savela   (Helsinki ),..,3115,2731,..
2018Q4,00730 Tapanila   (Helsinki ),..,3529,..,3574
2018Q4,00740 Siltamäki   (Helsinki ),..,..,2028,3087
2018Q4,00750 Puistola   (Helsinki ),..,..,1991,..
2018Q4,00760 Suurmetsä   (Helsinki ),..,..,..,..
2018Q4,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,1933,..
2018Q4,00780 Tapaninvainio   (Helsinki ),..,..,..,..
2018Q4,00790 Viikki   (Helsinki ),..,..,..,4342
2018Q4,00800 Länsi-Herttoniemi   (Helsinki ),5036,4967,..,..
2018Q4,00810 Herttoniemi   (Helsinki ),5745,5111,5227,..
2018Q4,00820 Roihuvuori   (Helsinki ),..,..,3364,..
2018Q4,00830 Tammisalo   (Helsinki ),..,..,..,..
2018Q4,00840 Laajasalo   (Helsinki ),..,..,3103,3574
2018Q4,00850 Jollas   (Helsinki ),..,..,..,..
2018Q4,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2018Q4,00890 Itäsalmi   (Helsinki ),..,..,..,..
2018Q4,00900 Puotinharju   (Helsinki ),..,..,..,..
2018Q4,00910 Puotila   (Helsinki ),..,3235,3135,..
2018Q4,00920 Myllypuro   (Helsinki ),..,2760,2547,..
2018Q4,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,3148,..,..
2018Q4,00940 Kontula - Vesala   (Helsinki ),..,..,1954,2909
2018Q4,00950 Vartioharju   (Helsinki ),..,..,..,..
2018Q4,00960 Pohjois-Vuosaari   (Helsinki ),..,3039,2677,..
2018Q4,00970 Mellunmäki   (Helsinki ),..,2252,1994,..
2018Q4,00980 Etelä-Vuosaari   (Helsinki ),..,..,2500,3574
2018Q4,00990 Aurinkolahti   (Helsinki ),5413,5153,4672,..
2018Q4,01200 Hakunila   (Vantaa ),..,1824,1620,..
2018Q4,01230 Vaarala   (Vantaa ),..,..,..,2824
2018Q4,01260 Itä-Hakkila   (Vantaa ),..,..,..,2277
2018Q4,01280 Länsimäki   (Vantaa ),..,..,2034,3086
2018Q4,01300 Tikkurila   (Vantaa ),4137,3252,3074,3072
2018Q4,01340 Leinelä   (Vantaa ),..,..,..,..
2018Q4,01350 Hiekkaharju   (Vantaa ),3699,2876,2499,2956
2018Q4,01360 Koivukylä-Havukoski   (Vantaa ),..,1921,1892,..
2018Q4,01370 Jokiniemi   (Vantaa ),..,..,..,3189
2018Q4,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2018Q4,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,..
2018Q4,01400 Rekola   (Vantaa ),..,..,..,..
2018Q4,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2018Q4,01450 Korso   (Vantaa ),..,..,1851,2730
2018Q4,01480 Mikkola   (Vantaa ),..,..,1599,2675
2018Q4,01510 Kirkonkylä-Veromäki   (Vantaa ),..,3959,..,..
2018Q4,01520 Tammisto   (Vantaa ),..,3907,3697,4037
2018Q4,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2018Q4,01600 Myyrmäki   (Vantaa ),3709,2527,2290,..
2018Q4,01610 Kaivoksela   (Vantaa ),..,3010,2822,..
2018Q4,01620 Martinlaakso   (Vantaa ),..,2583,1805,..
2018Q4,01630 Hämeenkylä   (Vantaa ),..,..,..,..
2018Q4,01640 Hämevaara   (Vantaa ),..,..,..,..
2018Q4,01650 Vapaala   (Vantaa ),2724,..,..,..
2018Q4,01660 Varisto   (Vantaa ),..,..,..,..
2018Q4,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2018Q4,01680 Askisto   (Vantaa ),..,..,..,..
2018Q4,01690 Ylästö   (Vantaa ),..,..,..,3196
2018Q4,01700 Kivistö   (Vantaa ),..,..,..,..
2018Q4,01710 Pähkinärinne   (Vantaa ),..,2549,2429,..
2018Q4,01720 Petikko   (Vantaa ),..,..,..,..
2018Q4,01730 Vantaanpuisto   (Vantaa ),..,..,1931,..
2018Q4,01750 Keimola   (Vantaa ),..,..,..,..
2018Q4,01760 Seutula   (Vantaa ),..,..,..,..
2018Q4,02100 Tapiola   (Espoo ),..,..,4948,4541
2018Q4,02110 Otsolahti   (Espoo ),..,..,4764,..
2018Q4,02120 Länsikorkee-Suvikumpu   (Espoo ),..,4083,4231,..
2018Q4,02130 Pohjois-Tapiola   (Espoo ),..,..,3987,4073
2018Q4,02140 Laajalahti   (Espoo ),..,..,..,..
2018Q4,02150 Otaniemi   (Espoo ),..,..,..,..
2018Q4,02160 Westend   (Espoo ),..,..,..,..
2018Q4,02170 Haukilahti   (Espoo ),..,4049,..,4413
2018Q4,02180 Mankkaa   (Espoo ),..,..,..,3806
2018Q4,02200 Niittykumpu   (Espoo ),..,..,3974,3762
2018Q4,02210 Olari   (Espoo ),..,..,2675,3284
2018Q4,02230 Matinkylä   (Espoo ),4416,4253,4000,4021
2018Q4,02240 Friisilä   (Espoo ),..,..,..,..
2018Q4,02250 Henttaa   (Espoo ),..,..,..,..
2018Q4,02260 Kaitaa   (Espoo ),..,..,..,..
2018Q4,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,..
2018Q4,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,..
2018Q4,02300 Nöykkiönpuro   (Espoo ),..,..,..,..
2018Q4,02320 Espoonlahti   (Espoo ),3041,3194,2925,3268
2018Q4,02330 Saunalahti-Kattilalaakso   (Espoo ),..,..,..,3784
2018Q4,02340 Latokaski   (Espoo ),..,..,..,3070
2018Q4,02360 Soukka   (Espoo ),..,..,2234,4304
2018Q4,02380 Suvisaaristo   (Espoo ),..,..,..,..
2018Q4,02600 Etelä-Leppävaara   (Espoo ),..,3954,3459,..
2018Q4,02610 Kilo   (Espoo ),..,..,..,3803
2018Q4,02620 Karakallio   (Espoo ),..,..,..,..
2018Q4,02630 Nihtisilta   (Espoo ),..,..,..,..
2018Q4,02650 Pohjois-Leppävaara   (Espoo ),..,3910,3544,..
2018Q4,02660 Lintuvaara   (Espoo ),..,..,..,3824
2018Q4,02680 Uusmäki   (Espoo ),..,..,..,..
2018Q4,02700 Kauniainen   (Kauniainen ),..,..,3550,2961
2018Q4,02710 Viherlaakso   (Espoo ),..,2196,1903,3327
2018Q4,02720 Lähderanta   (Espoo ),..,..,..,3258
2018Q4,02730 Jupperi   (Espoo ),..,..,..,3052
2018Q4,02740 Bemböle-Pakankylä   (Espoo ),..,..,..,3231
2018Q4,02750 Sepänkylä-Kuurinniitty   (Espoo ),..,..,..,..
2018Q4,02760 Tuomarila-Suvela   (Espoo ),3321,2710,2542,2681
2018Q4,02770 Espoon Keskus   (Espoo ),..,2813,..,3011
2018Q4,02780 Kauklahti   (Espoo ),..,..,..,3121
2018Q4,02810 Gumböle-Karhusuo   (Espoo ),..,..,..,3220
2018Q4,02820 Nupuri-Nuuksio   (Espoo ),..,..,..,..
2018Q4,02860 Siikajärvi   (Espoo ),..,..,..,..
2018Q4,02920 Niipperi   (Espoo ),..,..,..,..
2018Q4,02940 Lippajärvi-Järvenperä   (Espoo ),..,..,..,3093
2018Q4,02970 Kalajärvi   (Espoo ),..,..,..,..
2018Q4,02980 Lakisto   (Espoo ),..,..,..,..
2019Q1,00100 Helsinki Keskusta - Etu-Töölö   (Helsinki ),7755,6914,6883,..
2019Q1,00120 Punavuori   (Helsinki ),8068,7726,7740,..
2019Q1,00130 Kaartinkaupunki   (Helsinki ),..,..,..,..
2019Q1,00140 Kaivopuisto - Ullanlinna   (Helsinki ),8445,8787,8485,..
2019Q1,00150 Eira - Hernesaari   (Helsinki ),8279,7764,8271,..
2019Q1,00160 Katajanokka   (Helsinki ),..,..,6256,..
2019Q1,00170 Kruununhaka   (Helsinki ),7778,7440,6488,..
2019Q1,00180 Kamppi - Ruoholahti   (Helsinki ),7993,7262,6414,..
2019Q1,00190 Suomenlinna   (Helsinki ),..,..,..,..
2019Q1,00200 Lauttasaari   (Helsinki ),..,5882,5735,..
2019Q1,00210 Vattuniemi   (Helsinki ),..,..,6062,..
2019Q1,00220 Jätkäsaari   (Helsinki ),..,..,..,..
2019Q1,00240 Länsi-Pasila   (Helsinki ),..,..,..,..
2019Q1,00250 Taka-Töölö   (Helsinki ),7499,6386,6386,..
2019Q1,00260 Keski-Töölö   (Helsinki ),7542,6353,6961,..
2019Q1,00270 Pohjois-Meilahti   (Helsinki ),7747,6216,6110,..
2019Q1,00280 Ruskeasuo   (Helsinki ),..,..,..,..
2019Q1,00290 Meilahden sairaala-alue   (Helsinki ),..,..,..,..
2019Q1,00300 Pikku Huopalahti   (Helsinki ),..,..,..,..
2019Q1,00310 Kivihaka   (Helsinki ),..,..,4106,..
2019Q1,00320 Etelä-Haaga   (Helsinki ),..,5129,4328,..
2019Q1,00330 Munkkiniemi   (Helsinki ),..,..,5261,..
2019Q1,00340 Kuusisaari-Lehtisaari   (Helsinki ),..,..,..,..
2019Q1,00350 Munkkivuori-Niemenmäki   (Helsinki ),..,4391,4670,..
2019Q1,00360 Pajamäki   (Helsinki ),..,..,4193,..
2019Q1,00370 Reimarla   (Helsinki ),..,3210,..,..
2019Q1,00380 Pitäjänmäen teollisuusalue   (Helsinki ),..,..,4886,..
2019Q1,00390 Konala   (Helsinki ),..,..,3251,..
2019Q1,00400 Pohjois-Haaga   (Helsinki ),..,..,3157,..
2019Q1,00410 Malminkartano   (Helsinki ),..,2813,2795,..
2019Q1,00420 Kannelmäki   (Helsinki ),..,3424,3031,..
2019Q1,00430 Maununneva   (Helsinki ),..,..,..,3815
2019Q1,00440 Lassila   (Helsinki ),..,..,3300,..
2019Q1,00500 Sörnäinen   (Helsinki ),6368,5966,5448,..
2019Q1,00510 Etu-Vallila - Alppila   (Helsinki ),6774,5727,5950,..
2019Q1,00520 Itä-Pasila   (Helsinki ),..,..,4403,..
2019Q1,00530 Kallio   (Helsinki ),6966,6002,5868,..
2019Q1,00540 Kalasatama   (Helsinki ),..,..,..,..
2019Q1,00550 Vallila   (Helsinki ),6113,5739,4720,..
2019Q1,00560 Toukola-Vanhakaupunki   (Helsinki ),..,5422,5709,..
2019Q1,00570 Kulosaari   (Helsinki ),..,..,5293,..
2019Q1,00580 Verkkosaari   (Helsinki ),..,..,..,..
2019Q1,00590 Kaitalahti   (Helsinki ),..,..,..,..
2019Q1,00600 Koskela-Helsinki   (Helsinki ),..,..,..,..
2019Q1,00610 Käpylä   (Helsinki ),5974,5325,4963,..
2019Q1,00620 Metsälä-Etelä-Oulunkylä   (Helsinki ),..,4467,..,..
2019Q1,00630 Maunula-Suursuo   (Helsinki ),..,3273,..,..
2019Q1,00640 Oulunkylä-Patola   (Helsinki ),..,3826,3200,..
2019Q1,00650 Veräjämäki   (Helsinki ),..,..,..,..
2019Q1,00660 Länsi-Pakila   (Helsinki ),..,..,..,..
2019Q1,00670 Paloheinä   (Helsinki ),..,..,..,..
2019Q1,00680 Itä-Pakila   (Helsinki ),..,..,..,3992
2019Q1,00690 Tuomarinkylä-Torpparinmäki   (Helsinki ),..,..,..,..
2019Q1,00700 Malmi   (Helsinki ),..,..,2836,3238
2019Q1,00710 Pihlajamäki   (Helsinki ),..,2628,2542,..
2019Q1,00720 Pukinmäki-Savela   (Helsinki ),..,..,2962,..
2019Q1,00730 Tapanila   (Helsinki ),..,3539,..,3563
2019Q1,00740 Siltamäki   (Helsinki ),..,..,..,2780
2019Q1,00750 Puistola   (Helsinki ),..,..,..,3037
2019Q1,00760 Suurmetsä   (Helsinki ),..,..,..,..
2019Q1,00770 Jakomäki - Alppikylä   (Helsinki ),..,..,..,..
2019Q1,00780 Tapaninvainio   (Helsinki ),..,..,..,3006
2019Q1,00790 Viikki   (Helsinki ),..,..,4441,..
2019Q1,00800 Länsi-Herttoniemi   (Helsinki ),..,..,4779,..
2019Q1,00810 Herttoniemi   (Helsinki ),..,5378,..,..
2019Q1,00820 Roihuvuori   (Helsinki ),..,..,3271,..
2019Q1,00830 Tammisalo   (Helsinki ),..,..,..,..
2019Q1,00840 Laajasalo   (Helsinki ),..,..,3123,3478
2019Q1,00850 Jollas   (Helsinki ),..,..,..,..
2019Q1,00870 Etelä-Laajasalo   (Helsinki ),..,..,..,..
2019Q1,00890 Itäsalmi   (Helsinki ),..,..,..,..
2019Q1,00900 Puotinharju   (Helsinki ),..,3049,2798,..
2019Q1,00910 Puotila   (Helsinki ),..,3430,3114,..
2019Q1,00920 Myllypuro   (Helsinki ),..,3075,2707,3297
2019Q1,00930 Itäkeskus-Marjaniemi   (Helsinki ),..,..,2644,..
2019Q1,00940 Kontula - Vesala   (Helsinki ),..,2244,2095,..
2019Q1,00950 Vartioharju   (Helsinki ),..,..,..,..
2019Q1,00960 Pohjois-Vuosaari   (Helsinki ),..,3029,2603,..
2019Q1,00970 Mellunmäki   (Helsinki ),..,..,..,..
2019Q1,00980 Etelä-Vuosaari   (Helsinki ),..,..,2677,3605
2019Q1,00990 Aurinkolahti   (Helsinki ),..,5053,4450,..
2019Q1,01200 Hakunila   (Vantaa ),..,..,1531,2506
2019Q1,01230 Vaarala   (Vantaa ),..,..,..,2725
2019Q1,01260 Itä-Hakkila   (Vantaa ),..,..,..,2526
2019Q1,01280 Länsimäki   (Vantaa ),..,..,..,2929
2019Q1,01300 Tikkurila   (Vantaa ),4319,3437,3116,3141
2019Q1,01340 Leinelä   (Vantaa ),..,..,..,..
2019Q1,01350 Hiekkaharju   (Vantaa ),..,..,2329,3035
2019Q1,01360 Koivukylä-Havukoski   (Vantaa ),..,1925,1767,..
2019Q1,01370 Jokiniemi   (Vantaa ),..,..,2605,3002
2019Q1,01380 Kuusikko-Hakkila   (Vantaa ),..,..,..,..
2019Q1,01390 Ruskeasanta-Ilola   (Vantaa ),..,..,..,3218
2019Q1,01400 Rekola   (Vantaa ),..,..,..,..
2019Q1,01420 Päiväkumpu   (Vantaa ),..,..,..,..
2019Q1,01450 Korso   (Vantaa ),..,2573,..,3006
2019Q1,01480 Mikkola   (Vantaa ),..,2012,1623,..
2019Q1,01510 Kirkonkylä-Veromäki   (Vantaa ),..,4318,3615,3883
2019Q1,01520 Tammisto   (Vantaa ),..,..,3740,4155
2019Q1,01530 Veromiehenkylä   (Vantaa ),..,..,..,..
2019Q1,01600 Myyrmäki   (Vantaa ),..,2973,2203,..
2019Q1,01610 Kaivoksela   (Vantaa ),..,3043,..,..
2019Q1,01620 Martinlaakso   (Vantaa ),..,..,1876,2892
2019Q1,01630 Hämeenkylä   (Vantaa ),..,..,..,..
2019Q1,01640 Hämevaara   (Vantaa ),..,..,..,..
2019Q1,01650 Vapaala   (Vantaa ),..,..,..,2921
2019Q1,01660 Varisto   (Vantaa ),..,..,..,..
2019Q1,01670 Vantaanlaakso   (Vantaa ),..,..,..,..
2019Q1,01680 Askisto   (Vantaa ),..,..,..,..
2019Q1,01690 Ylästö   (Vantaa ),..,..,..,..
2019Q1,01700 Kivistö   (Vantaa ),..,..,..,..
2019Q1,01710 Pähkinärinne   (Vantaa ),..,2665,..,..
2019Q1,01720 Petikko   (Vantaa ),..,..,..,..
2019Q1,01730 Vantaanpuisto   (Vantaa ),..,..,..,..
2019Q1,01750 Keimola   (Vantaa ),..,..,..,..
2019Q1,01760 Seutula   (Vantaa ),..,..,..,..
2019Q1,02100 Tapiola   (Espoo ),..,4389,4783,..
2019Q1,02110 Otsolahti   (Espoo ),..,..,..,..
2019Q1,02120 Länsikorkee-Suvikumpu   (Espoo ),..,..,4384,..
2019Q1,02130 Pohjois-Tapiola   (Espoo ),..,..,..,3673
2019Q1,02140 Laajalahti   (Espoo ),..,..,..,..
2019Q1,02150 Otaniemi   (Espoo ),..,..,..,..
2019Q1,02160 Westend   (Espoo ),..,..,..,4478
2019Q1,02170 Haukilahti   (Espoo ),..,..,4283,4073
2019Q1,02180 Mankkaa   (Espoo ),..,..,..,..
2019Q1,02200 Niittykumpu   (Espoo ),..,..,4650,3483
2019Q1,02210 Olari   (Espoo ),..,..,2693,3226
2019Q1,02230 Matinkylä   (Espoo ),4534,4299,3560,3972
2019Q1,02240 Friisilä   (Espoo ),..,..,..,..
2019Q1,02250 Henttaa   (Espoo ),..,..,..,..
2019Q1,02260 Kaitaa   (Espoo ),..,..,..,..
2019Q1,02270 Finnoo-Eestinmalmi   (Espoo ),..,..,..,3278
2019Q1,02280 Malminmäki-Eestinlaakso   (Espoo ),..,..,..,3346
2019Q1,02300 Nöykkiönpuro   (Espoo ),..,..,..,..
2019Q1,02320 Espoonlahti   (Espoo ),3866,3558,2681,3146
2019Q1,02330 Saunalahti-Kattilalaakso   (Espoo ),..,..,..,..
2019Q1,02340 Latokaski   (Espoo ),..,..,..,3204
2019Q1,02360 Soukka   (Espoo ),..,..,2187,3283
2019Q1,02380 Suvisaaristo   (Espoo ),..,..,..,..
2019Q1,02600 Etelä-Leppävaara   (Espoo ),..,4510,3677,..
2019Q1,02610 Kilo   (Espoo ),..,..,..,3830
2019Q1,02620 Karakallio   (Espoo ),..,2760,2403,..
2019Q1,02630 Nihtisilta   (Espoo ),..,..,..,..
2019Q1,02650 Pohjois-Leppävaara   (Espoo ),..,3735,3467,..
